"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp","bat_speed","swing_length"
"SI","2024-06-18","94.8","-1.43","5.51","Burleson, Alec",676475,682610,"home_run","hit_into_play",,,,,7,"Alec Burleson homers (10) on a fly ball to left center field.","R","L","R","MIA","STL","X",,"fly_ball",3,1,2024,"-1.57","0.15","-0.35","1.91",,,,0,4,"Top",63.69,55.77,,,542194,,,6.275208009994819,-137.8527797246447,-4.01030645666192,-21.381708294076216,33.07855421185673,-29.47984770068901,"3.45","1.58",386,"103.2",31,"93.7",2223,"5.8",746049,682610,542194,605137,672640,669394,641313,624503,665862,650559,"54.65",0.723,1.411,"2",1,0,3,6,35,5,"Sinker",4,6,6,4,7,4,7,4,"Standard","Standard",232,"-0.086","0.851",70.4727538831039,"7.49376"
"FF","2024-06-18","91.4","2.28","5.96","Casali, Curt",592200,657006,"double","hit_into_play",,,,,5,"Curt Casali doubles (2) on a sharp line drive to center fielder Pete Crow-Armstrong.   Jorge Soler scores.    Mike Yastrzemski scores.","R","R","L","CHC","SF","X",8,"line_drive",1,0,2024,"0.03","1.29","-0.22","2.69",,624585,573262,1,5,"Top",88.56,67.43,,,665804,,,-6.3914238913285475,-133.05192136188754,-5.235474382069644,1.602913437580904,26.19214143175423,-15.858930528719693,"3.37","1.53",310,"96.8",18,"92.1",2393,"6.5",746867,657006,665804,683737,663538,623520,621020,664023,691718,641355,"53.97",0.42,0.496,"1.25",1,1,1,4,34,2,"4-Seam Fastball",2,0,0,2,2,2,2,2,"Standard","Standard",163,"-0.235","1.524",72.14971556733985,"7.03124"
"FF","2024-06-18","94.1","-1.5","5.89","Ortiz, Joey",687401,656288,"field_out","hit_into_play",,,,,5,"Joey Ortiz flies out to center fielder Mickey Moniak.","R","R","R","LAA","MIL","X",8,"fly_ball",1,0,2024,"-0.69","1.28","-0.19","2.44",,,,1,4,"Top",133.26,72.95,,,681351,,,4.914754933962595,-136.86367620852178,-6.039724609195404,-9.823539787768665,30.719567069313452,-14.906925847038568,"3.38","1.54",314,"98.7",48,"93.7",1979,"6.1",746217,656288,681351,694384,592273,650859,687263,621493,666160,666176,"54.39",0.009,0.009,"0",1,0,0,3,28,2,"4-Seam Fastball",0,2,2,0,2,0,2,0,"Standard","Standard",216,"0.012","-0.188",81.06083427369425,"7.72134"
"SL","2024-06-18","88.2","-3.09","5.51","Malloy, Justyn-Henry",669234,680885,"field_out","hit_into_play",,,,,8,"Justyn-Henry Malloy flies out to left fielder Forrest Wall.","R","R","R","ATL","DET","X",7,"fly_ball",2,2,2024,"0.37","-0.34","0.24","1.99",,592192,690993,2,4,"Top",66,82.38,,,518595,,,7.423593546545125,-128.42714433017304,-1.8369303942048436,2.69171585591101,24.02946891183742,-35.825016847912,"3.34","1.59",324,"86.7",34,"89.9",2594,"7.1",747107,680885,518595,621566,645277,663586,606115,657088,672284,594807,"53.45",0.011,0.013,"0",1,0,0,3,31,6,"Slider",2,0,0,2,0,2,0,2,"Standard","Standard",69,"0.05","-0.317",73.17126612303603,"7.5064"
"FF","2024-06-18","91.4","1.25","5.85","Fairchild, Stuart",656413,663559,"field_out","hit_into_play",,,,,3,"Stuart Fairchild flies out to center fielder Michael A.   Taylor.","R","R","L","PIT","CIN","X",8,"fly_ball",0,0,2024,"0.48","1.31","0.35","3.09",,,,0,6,"Top",154.33,81.77,,,641511,,,-3.380349406987126,-133.10679603439024,-4.017740504270374,6.3980241601189665,26.696709712317293,-15.899051478643639,"3.28","1.54",300,"93.2",43,"93.4",1955,"7.3",745488,663559,641511,656582,693304,663647,669707,668804,572191,658668,"53.2",0.003,0.004,"0",1,0,0,3,37,1,"4-Seam Fastball",0,2,2,0,2,0,2,0,"Infield shade","Standard",175,"0.017","-0.225",68.82979347939947,"6.97533"
"SI","2024-06-18","93.7","-2.03","5.55","Turner, Justin",457759,656557,"field_out","hit_into_play",,,,,8,"Justin Turner lines out to center fielder Jarren Duran.","R","R","R","TOR","BOS","X",8,"line_drive",1,2,2024,"-1.22","0.27","-0.27","1.87",,,,2,3,"Bot",139.32,70.98,,,624512,,,7.209682431817825,-136.24723723014583,-4.317939940732267,-16.80374657596395,31.0559539049721,-28.076325819010837,"3.52","1.58",320,"89.8",25,"93.4",2187,"6.2",744917,656557,624512,642086,665839,646240,678882,608701,680776,641933,"54.26",0.126,0.139,"0",1,0,0,3,26,7,"Sinker",2,1,2,1,1,2,2,1,"Standard","Standard",246,"-0.009","-0.067",67.41654323726144,"6.53686"
"FC","2024-06-18","89.9","-2.34","5.7","Meyers, Jake",676694,686563,"field_out","hit_into_play",,,,,5,"Jake Meyers flies out to center fielder Luis Robert Jr.","R","R","R","CWS","HOU","X",8,"fly_ball",2,0,2024,"0.07","0.56","-0.01","2.13",,,,1,5,"Top",159.17,70.49,,,686676,,,5.626525980239681,-130.97391141987399,-4.141637023244954,-0.1959829722463505,24.309188671817978,-25.11206755541378,"3.33","1.55",329,"98.8",34,"90.4",2371,"6.3",746783,686563,686676,683734,664901,672820,657557,643217,673357,502054,"54.22",0.329,0.627,"0",1,0,0,5,32,3,"Cutter",1,0,0,1,0,1,0,1,"Infield shade","Standard",216,"0.023","-0.235",76.90833865957168,"7.15136"
"CU","2024-06-18","83.3","3.61","5.44","Taylor, Michael A.",572191,666157,"field_out","hit_into_play",,,,,13,"Michael A.   Taylor flies out to left fielder Spencer Steer.","R","R","L","PIT","CIN","X",7,"fly_ball",1,2,2024,"-0.85","0.28","-0.51","1.43",,,,1,5,"Bot",33.59,96.58,,,571912,,,-7.73892319749301,-121.21388057011018,-3.3647528013205767,-7.02123342960538,21.991245857497145,-28.947169524397044,"3.58","1.64",337,"97.5",43,"83.1",2702,"6",745488,666157,571912,600869,663697,669289,682829,668715,656413,641584,"54.53",0.051,0.082,"0",1,0,0,3,35,4,"Curveball",0,2,0,2,2,0,0,2,"Standard","Standard",318,"-0.021","-0.12",66.37951663396765,"8.0575"
"CU","2024-06-18","77.2","-0.8","6.42","Kepler, Max",596146,650644,"field_out","hit_into_play",,,,,8,"Max Kepler flies out to right fielder Jonny DeLuca.","R","L","R","MIN","TB","X",9,"fly_ball",0,0,2024,"1.17","-1.43","0.14","2.25",,668885,650489,2,3,"Bot",174.16,82.36,,,666163,,,-0.13709259250998285,-112.37501951718869,0.7289520023406446,9.886172955619463,22.12965963455724,-44.566328234819046,"3.51","1.71",312,"92",45,"76.1",3254,"5.7",745893,650644,666163,650490,664040,670623,676609,668227,642350,676356,"54.83",0.009,0.008,"0",1,0,0,3,28,1,"Curveball",0,4,0,4,4,0,0,4,"Infield shade","Standard",40,"-0.034","-0.443",70.53039725949573,"7.73956"
"FF","2024-06-18","91.6","-3.23","5.48","Gordon, Nick",624503,458681,"field_out","hit_into_play",,,,,8,"Nick Gordon flies out to left fielder Alec Burleson.","R","L","R","MIA","STL","X",7,"fly_ball",3,2,2024,"-0.19","1.09","-0.02","2.03",660821,,,2,3,"Bot",52.7,102.05,,,671056,,,8.585477856214618,-133.10774623369798,-5.205451275442627,-4.055498372841784,28.384174464051913,-18.310289900863733,"3.66","1.71",301,"87.1",36,"92.3",2460,"6.7",746049,458681,671056,502671,669357,680977,543063,676475,672279,666185,"53.75",0.023,0.031,"0",1,0,0,3,34,6,"4-Seam Fastball",4,6,4,6,6,4,4,6,"Standard","Standard",206,"-0.04","-0.295",70.93188131877702,"6.91102"
"FF","2024-06-18","93.1","-1.95","6.29","Raleigh, Cal",663728,663474,"double","hit_into_play",,,,,5,"Cal Raleigh doubles (8) on a sharp fly ball to center fielder Daniel Schneemann.   Josh Rojas scores.","R","L","R","CLE","SEA","X",8,"fly_ball",2,1,2024,"-0.38","1.42","-0.21","2.62",,668942,,1,3,"Top",110,29.24,,,666310,,,5.427690351204432,-135.46207380110988,-6.938977535082728,-5.852869408113671,28.071511956628882,-13.360894485670066,"3.48","1.6",420,"106.7",25,"95.3",2307,"7.4",746627,663474,666310,647304,665926,608070,677587,680757,682177,686823,"53.07",0.957,1.855,"1.25",1,1,1,6,22,4,"4-Seam Fastball",1,2,2,1,3,1,3,1,"Standard","Standard",195,"-0.1","0.951",80.96046144637582,"7.50667"
"FF","2024-06-18","97.7","-1.38","6.01","Albies, Ozzie",645277,663554,"field_out","hit_into_play",,,,,4,"Ozzie Albies flies out to center fielder Matt Vierling.","R","L","R","ATL","DET","X",8,"fly_ball",3,2,2024,"-0.71","1.19","-0.3","2.36",,594807,657088,2,2,"Bot",115.81,72.43,,,608348,,,4.6626722722230705,-142.20372506822508,-7.264164392121317,-10.6955194087049,29.25834653557583,-14.54370892647953,"3.22","1.55",376,"99.1",28,"99.9",2254,"7.3",747107,663554,608348,592192,690993,570482,656716,682985,663837,672761,"53.22",0.534,0.924,"0",1,0,0,6,19,13,"4-Seam Fastball",2,0,2,0,0,2,2,0,"Infield shade","Standard",213,"-0.029","-0.417",71.33491652529521,"6.63694"
"FF","2024-06-18","91.5","1.29","5.73","Espinal, Santiago",669289,663559,"home_run","hit_into_play",,,,,5,"Santiago Espinal homers (4) on a fly ball to left field.   Jonathan India scores.","R","R","L","PIT","CIN","X",,"fly_ball",1,0,2024,"0.42","1.37","-0.07","2.37",,663697,,1,5,"Top",34.14,77.21,,,641511,,,-4.448884079489755,-133.19396050479403,-5.70167273074036,5.9418986025967415,26.488407771355003,-14.822638138871044,"3.44","1.68",376,"97.9",27,"93.6",2136,"7.4",745488,663559,641511,656582,693304,663647,669707,668804,572191,658668,"53.15",0.471,0.733,"2",1,0,3,6,31,2,"4-Seam Fastball",0,0,0,0,2,0,2,0,"Standard","Standard",174,"-0.217","1.533",65.98561206274934,"7.93623"
"SI","2024-06-18","92.5","-1.5","5.74","Marte, Starling",516782,547179,"field_out","hit_into_play",,,,,5,"Starling Marte lines out to center fielder Leody Taveras.","R","R","R","TEX","NYM","X",8,"line_drive",1,0,2024,"-1.27","1","-0.28","2.65",,,624413,2,4,"Top",150.88,69.73,,,641680,,,5.8427616484132665,-134.56993761533406,-4.215390427336024,-16.6572414230125,30.092782957053505,-19.250133298417442,"3.4","1.48",329,"98.4",21,"91.8",2222,"5.9",745004,547179,641680,663993,543760,677649,608369,694671,665750,608671,"54.56",0.32,0.4,"0",1,0,0,5,26,2,"Sinker",1,1,1,1,1,1,1,1,"Strategic","Standard",220,"0.028","-0.25",75.88947272490566,"7.09207"
"SL","2024-06-18","85.5","1.23","5.72","India, Jonathan",663697,663559,"double","hit_into_play",,,,,6,"Jonathan India doubles (7) on a sharp line drive to center fielder Michael A.   Taylor.","R","R","L","PIT","CIN","X",8,"line_drive",0,2,2024,"-0.04","0.15","0.44","2.47",,,,1,5,"Top",152.66,42.29,,,641511,,,-1.8249195391854385,-124.61308701484789,-1.7531983472912498,-0.07738688013335993,23.285460806209347,-30.501275193187514,"3.3","1.54",392,"106",20,"87.5",1923,"7.3",745488,663559,641511,656582,693304,663647,669707,668804,572191,658668,"53.17",0.743,1.044,"1.25",1,1,1,6,30,3,"Slider",0,0,0,0,0,0,0,0,"Standard","Standard",201,"-0.057","0.475",75.1265409251368,"7.12737"
"FF","2024-06-18","95.2","-1.49","5.48","McMahon, Ryan",641857,621111,"field_out","hit_into_play",,,,,4,"Ryan McMahon lines out to left fielder Miguel Vargas.","R","L","R","COL","LAD","X",7,"line_drive",3,2,2024,"-0.26","1.09","-0.7","2.51",,,686668,2,2,"Bot",52.55,77.17,,,669257,,,2.6809597877125575,-138.8044369688223,-4.703713600297389,-3.906793984752334,26.0725767965022,-17.20439444555004,"3.51","1.59",351,"98.7",20,"96.4",2262,"6.5",746542,621111,669257,518692,621035,571771,500743,678246,681624,606192,"54.01",0.377,0.444,"0",1,0,0,5,20,6,"4-Seam Fastball",6,1,6,1,1,6,6,1,"Infield shade","Strategic",204,"-0.006","-0.269",69.28723532486842,"7.04611"
"CH","2024-06-18","88.2","3.59","5.47","Triolo, Jared",669707,666157,"field_out","hit_into_play",,,,,9,"Jared Triolo flies out to right fielder Jake Fraley.","R","R","L","PIT","CIN","X",9,"fly_ball",1,1,2024,"1.41","0.13","0.76","2.26",,,,0,5,"Bot",210.28,99.37,,,571912,,,-9.822484123964152,-128.07033943865358,-1.969980206808405,17.468515402475788,24.951882555562126,-30.53925752667167,"3.59","1.67",321,"91",34,"88.4",2101,"6.4",745488,666157,571912,600869,663697,669289,682829,668715,656413,641584,"54.07",0.031,0.038,"0",1,0,0,3,34,3,"Changeup",0,2,0,2,2,0,0,2,"Standard","Standard",104,"-0.031","-0.214",70.69145704929701,"8.015"
"SL","2024-06-18","84.9","0.65","5.88","Benintendi, Andrew",643217,664285,"field_out","hit_into_play",,,,,4,"Andrew Benintendi flies out to center fielder Jake Meyers.","R","L","L","CWS","HOU","X",8,"fly_ball",0,0,2024,"-0.19","-0.21","-0.45","2.55",,,,2,4,"Bot",132.38,58.12,,,605170,,,-2.1949909849048477,-123.70719064843752,-1.0901504700604927,-1.5233439525474315,22.755290256667255,-34.377652968867515,"3.34","1.56",349,"94.6",29,"84.8",2513,"6",746783,664285,605170,572138,514888,608324,665161,643289,676694,663550,"54.52",0.231,0.408,"0",1,0,0,5,30,1,"Slider",1,0,1,0,0,1,1,0,"Standard","Standard",287,"-0.011","-0.094",69.47404810825643,"6.7067"
"SL","2024-06-18","78.8","2.63","5.49","Garcia, Maikel",672580,663687,"field_out","hit_into_play",,,,,5,"Maikel Garcia flies out to center fielder JJ Bleday.","R","R","L","OAK","KC","X",8,"fly_ball",3,2,2024,"-0.88","-0.37","-0.14","2.52",,,,1,3,"Top",145.7,69.1,,,669127,,,-4.426829113025589,-114.70303537895576,1.078432233952605,-6.98929654292385,20.972193854490122,-35.88113629735053,"3.66","1.77",326,"96.2",37,"79.7",2231,"6.9",745650,663687,669127,691016,680869,663527,680474,609280,668709,671732,"53.64",0.114,0.203,"0",1,0,0,3,18,8,"Slider",2,2,2,2,2,2,2,2,"Standard","Standard",314,"0.018","-0.215",73.36046012830488,"7.25877"
"ST","2024-06-18","84.5","-1.87","5.48","Lowe, Brandon",664040,641154,"home_run","hit_into_play",,,,,5,"Brandon Lowe homers (5) on a fly ball to center field.","R","L","R","MIN","TB","X",,"fly_ball",0,2,2024,"1.25","-0.12","-0.23","2.5",,,,0,5,"Top",154.69,28.47,,,680777,,,1.348482431412191,-123.03481463132638,-0.3392585746786416,12.408052003751386,25.395635283412258,-33.5415419627338,"3.29","1.51",427,"104.3",28,"85.6",2375,"7.1",745893,641154,680777,669304,650489,668904,621043,668885,621439,596146,"53.42",0.863,1.692,"2",1,0,3,6,41,3,"Sweeper",4,4,4,4,5,4,5,4,"Infield shade","Standard",47,"-0.144","1.082",74.99535838990711,"7.00204"
"CU","2024-06-18","78.3","-0.83","5.98","O'Hoppe, Logan",681351,668964,"field_out","hit_into_play",,,,,6,"Logan O'Hoppe flies out to center fielder Sal Frelick.","R","R","R","LAA","MIL","X",8,"fly_ball",0,1,2024,"0.12","-0.48","0.29","2.15",,,,1,4,"Bot",114.05,45.65,,,596142,,,2.2181627376284294,-114.03410118826005,-0.5295044575203528,0.6188259396400307,21.119714277932466,-36.462841935173486,"3.26","1.55",379,"98.3",28,"78.8",2283,"6.6",746217,668964,596142,656555,668930,687401,642715,592885,686217,694192,"53.91",0.469,0.757,"0",1,0,0,6,34,2,"Curveball",0,5,0,5,5,0,0,5,"Standard","Standard",26,"-0.009","-0.139",69.65143233443253,"7.07769"
"FF","2024-06-18","93.9","-3.01","5.73","Bohm, Alec",664761,650633,"field_out","hit_into_play",,,,,5,"Alec Bohm lines out to left fielder Jurickson Profar.","R","R","R","PHI","SD","X",7,"line_drive",0,0,2024,"-0.5","1.33","-0.21","2.69",,,547180,2,3,"Bot",58.19,78.79,,,669134,,,8.319716067824707,-136.47832514251462,-5.065658415533485,-8.129908107130268,31.789987690630426,-14.59093137567306,"3.6","1.66",340,"99.6",22,"93.4",2226,"6.2",745563,650633,669134,456781,630105,592518,642180,595777,701538,444482,"54.29",0.42,0.599,"0",1,0,0,5,22,1,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",219,"-0.026","-0.223",78.5487880842297,"7.86735"
"FS","2024-06-18","86.4","-1.2","6.14","Larnach, Trevor",663616,650644,"field_out","hit_into_play",,,,,8,"Trevor Larnach flies out to left fielder Randy Arozarena.","R","L","R","MIN","TB","X",7,"fly_ball",0,0,2024,"-0.91","0.69","-0.28","2.39",,668885,650489,0,3,"Bot",53.69,94.96,,,666163,,,4.016475226890369,-125.87650839022965,-4.151105043858155,-10.434138977431974,24.07550542337958,-24.182670759060045,"3.81","1.74",313,"88.5",28,"86",1984,"5.9",745893,650644,666163,650490,664040,670623,676609,668227,642350,676356,"54.63",0.054,0.083,"0",1,0,0,3,26,1,"Split-Finger",0,4,0,4,4,0,0,4,"Infield shade","Standard",234,"-0.049","-0.499",69.99947465916898,"7.126"
"SL","2024-06-18","84.6","-2.01","5.62","Bleday, JJ",668709,679525,"double","hit_into_play",,,,,6,"JJ Bleday doubles (21) on a sharp fly ball to right fielder Nelson Velázquez.   Zack Gelof scores.    Max Schuemann to 3rd.","R","L","R","OAK","KC","X",9,"fly_ball",1,0,2024,"0.53","0","0.42","2.26",680869,,680474,0,3,"Bot",191.71,64.53,,,666023,,,4.596556996491535,-123.1760519028763,-1.4222646920570627,4.401474045366946,26.804898230873242,-32.07749070065248,"3.21","1.6",368,"102.2",24,"84",2460,"6.1",745650,679525,666023,521692,679845,672580,677951,641658,664728,676369,"54.39",0.623,0.972,"1.25",1,1,1,6,22,2,"Slider",2,2,2,2,2,3,3,2,"Standard","Standard",61,"0.107","1.187",72.20326497140593,"6.99405"
"FF","2024-06-18","92","-2","6.34","Crawford, J.P.",641487,663474,"home_run","hit_into_play",,,,,7,"J.P. Crawford homers (7) on a fly ball to center field.   Dylan Moore scores.","R","L","R","CLE","SEA","X",,"fly_ball",3,1,2024,"-0.35","1.67","-0.32","1.88",,664238,,0,3,"Top",137.51,36.93,,,666310,,,5.053916169175904,-133.65667682323075,-9.096529945706123,-5.270265589329366,28.73114366127123,-10.38015907345154,"3.21","1.5",380,"105",39,"92.4",2259,"6.6",746627,663474,666310,647304,665926,608070,677587,680757,682177,686823,"53.89",0.434,0.849,"2",1,0,3,6,19,5,"4-Seam Fastball",1,0,0,1,2,1,2,1,"Standard","Standard",193,"-0.163","1.182",79.2183844798185,"8.37787"
"SL","2024-06-18","84.2","-2.4","5.51","Guerrero Jr., Vladimir",665489,656557,"field_out","hit_into_play",,,,,8,"Vladimir Guerrero Jr.  flies out sharply to center fielder Jarren Duran.","R","R","R","TOR","BOS","X",8,"fly_ball",2,2,2024,"0.94","0.1","0.17","2.06",,,,0,3,"Bot",97.67,47.89,,,624512,,,4.058105722996513,-122.55941695239649,-1.797582160745284,8.576033883491892,25.285350942832057,-31.06349036408434,"3.68","1.71",379,"104.3",37,"83.4",2692,"5.9",744917,656557,624512,642086,665839,646240,678882,608701,680776,641933,"54.64",0.506,0.974,"0",1,0,0,6,24,6,"Slider",2,1,2,1,1,2,2,1,"Standard","Standard",63,"-0.02","-0.2",76.19126608583056,"8.06673"
"FF","2024-06-18","94","-1.87","5.74","Winker, Jesse",608385,677944,"double","hit_into_play",,,,,6,"Jesse Winker doubles (11) on a sharp line drive to center fielder Corbin Carroll.","R","L","R","WSH","AZ","X",8,"line_drive",0,0,2024,"-1.08","1.2","0.3","2.56",,,,2,4,"Bot",128.73,32.75,,,672515,,,8.099090043269491,-136.72296922852655,-5.264780497534103,-15.260812462952163,28.133631331413934,-16.109126266481628,"3.46","1.55",374,"105.6",20,"95.1",2330,"6.8",744843,677944,672515,572233,606466,553993,672695,666971,682998,664983,"53.68",0.743,1.044,"1.25",1,1,1,6,29,1,"4-Seam Fastball",0,2,0,2,2,0,0,2,"Standard","Standard",228,"0.027","0.236",71.48082688975477,"7.0999"
"FF","2024-06-18","94.6","-0.73","5.87","Ortiz, Joey",687401,672710,"field_out","hit_into_play",,,,,4,"Joey Ortiz flies out to center fielder Mickey Moniak.","R","R","R","LAA","MIL","X",8,"fly_ball",0,1,2024,"-0.35","1.46","-0.6","2.5",,,,1,8,"Top",130.2,60.1,,,681351,,,1.1212308140959697,-137.62240614318918,-6.400215297649325,-4.663746007490391,31.19384027509281,-12.40209422163738,"3.38","1.54",345,"98.1",36,"95.2",2394,"6.7",746217,672710,681351,694384,592273,650859,687263,621493,666160,666176,"53.79",0.174,0.335,"0",1,0,0,5,60,2,"4-Seam Fastball",0,6,6,0,6,0,6,0,"Standard","Standard",203,"0","-0.139",79.67389939978183,"7.85851"
"SI","2024-06-18","94.2","-1.62","5.49","Ramírez, José",608070,682243,"field_out","hit_into_play",,,,,5,"José Ramírez lines out to center fielder Julio Rodríguez.","R","L","R","CLE","SEA","X",8,"line_drive",0,1,2024,"-1.31","0.67","-0.24","2.22",,,,2,3,"Bot",109.03,75.72,,,663728,,,6.480902025712863,-136.99070979864922,-4.272688031841244,-17.89759586405439,29.393528471737664,-22.939749553168785,"3.36","1.54",330,"100.5",17,"94.3",2430,"6.3",746627,682243,663728,664034,664238,668942,641487,670042,677594,686527,"54.19",0.486,0.562,"0",1,0,0,4,29,2,"Sinker",1,4,1,4,4,1,1,4,"Infield shade","Standard",210,"-0.009","-0.08",72.10793346124319,"6.57699"
"FF","2024-06-18","90.8","2.12","6.51","Taylor, Chris",621035,596295,"triple","hit_into_play",,,,,6,"Chris Taylor triples (1) on a sharp fly ball to right fielder Jake Cave.","R","R","L","COL","LAD","X",9,"fly_ball",0,0,2024,"0.5","1.4","0.5","2.3",,,,1,3,"Top",162.78,35.81,,,696100,,,-5.153979531078223,-132.1444213478036,-7.792946945255205,6.788315776204128,22.9087548772157,-14.301438300018333,"3.6","1.67",412,"102.8",33,"92.3",2202,"6.8",746542,596295,696100,669911,676701,641857,678662,666134,686668,595909,"53.74",0.623,1.247,"1.6",1,1,2,6,22,1,"4-Seam Fastball",6,1,1,6,1,6,1,6,"Standard","Standard",153,"-0.032","0.693",72.82076630648734,"7.80848"
"SL","2024-06-18","86.4","-1.25","5.58","Montero, Elehuris",660707,621111,"home_run","hit_into_play",,,,,4,"Elehuris Montero homers (4) on a line drive to left center field.   Alan Trejo scores.","R","R","R","COL","LAD","X",,"line_drive",2,2,2024,"0.66","-0.09","-0.28","2.61",,,676701,1,2,"Bot",60.66,42.74,,,669257,,,0.9532562536523003,-125.98358977846209,-0.7977273172431053,7.000902904520282,21.55979932374048,-33.14323987719111,"3.34","1.64",410,"98.7",27,"87.5",2569,"6.6",746542,621111,669257,518692,621035,571771,500743,678246,681624,606192,"53.95",0.474,0.849,"2",1,0,3,6,17,6,"Slider",4,1,4,1,1,6,6,1,"Standard","Standard",126,"0.09","1.694",76.54653349413496,"6.86714"
"FF","2024-06-18","92.2","-1.72","5.1","Arraez, Luis",650333,605400,"field_out","hit_into_play",,,,,7,"Luis Arraez flies out to left fielder Brandon Marsh.","R","L","R","PHI","SD","X",7,"fly_ball",2,0,2024,"-1.22","1.08","-0.52","1.77",,,,0,4,"Top",79.32,59.52,,,596117,,,5.78308429516864,-134.04970380779838,-5.016211819058489,-15.907517993159306,30.08557629318723,-18.247346056995912,"3.2","1.5",363,"95",30,"93.1",2218,"7",745563,605400,596117,547180,681082,664761,607208,669016,665506,592206,"53.53",0.226,0.333,"0",1,0,0,5,23,3,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",230,"0.027","-0.325",68.43657695603552,"6.62284"
"FS","2024-06-18","83.4","-1.71","5.2","Kwan, Steven",680757,682243,"field_out","hit_into_play",,,,,5,"Steven Kwan lines out to center fielder Julio Rodríguez.","R","L","R","CLE","SEA","X",8,"line_drive",2,2,2024,"-0.9","0.21","-0.14","2.32",,,,0,3,"Bot",105.39,58.76,,,663728,,,5.367491510960692,-121.50425365831329,-0.6580635298679773,-9.958341017204711,22.19160819776918,-30.136543043711008,"3.2","1.46",351,"97.9",21,"83.5",841,"6.2",746627,682243,663728,664034,664238,668942,641487,670042,677594,686527,"54.34",0.32,0.4,"0",1,0,0,5,27,5,"Split-Finger",1,4,1,4,4,1,1,4,"Strategic","Standard",239,"-0.023","-0.2",67.3232463188062,"6.20402"
"SL","2024-06-18","79.7","2.62","5.58","Hampson, Garrett",641658,663687,"field_out","hit_into_play",,,,,6,"Garrett Hampson lines out sharply to center fielder JJ Bleday.","R","R","L","OAK","KC","X",8,"line_drive",1,2,2024,"-0.71","-0.46","0.32","2.28",,,,2,2,"Top",114.42,62.31,,,669127,,,-3.7545280770283176,-116.04623488215248,0.31387730781885304,-5.824592856365418,20.213615984811184,-36.64128045332871,"3.56","1.67",340,"101.1",19,"80.8",2510,"6.8",745650,663687,669127,691016,680869,663527,680474,609280,668709,671732,"53.66",0.357,0.416,"0",1,0,0,5,13,4,"Slider",2,2,2,2,2,2,2,2,"Standard","Standard",321,"0.01","-0.067",68.37916054725412,"7.24252"
"FC","2024-06-18","89.5","-1.64","5.58","Donovan, Brendan",680977,682610,"home_run","hit_into_play",,,,,8,"Brendan Donovan homers (6) on a fly ball to right field.    Michael Siani scores.","R","L","R","MIA","STL","X",,"fly_ball",1,0,2024,"0.26","0.85","0.24","1.75",,672279,,2,2,"Top",220.4,79.65,,,542194,,,4.085561880153831,-130.2593386011016,-5.237981254019063,2.1036950660371456,26.651231099170943,-21.54665986504065,"3.25","1.55",375,"98.3",25,"89.1",2293,"5.9",746049,682610,542194,605137,672640,669394,641313,624503,665862,650559,"54.55",0.417,0.601,"2",1,0,3,5,16,2,"Cutter",3,2,2,3,4,3,4,3,"Standard","Strategic",210,"-0.198","1.735",72.28183800781048,"7.89281"
"CU","2024-06-18","76.1","-0.69","5.99","Schanuel, Nolan",694384,668964,"double","hit_into_play",,,,,8,"Nolan Schanuel doubles (6) on a sharp line drive to center fielder Sal Frelick.","R","L","R","LAA","MIL","X",8,"line_drive",0,0,2024,"0.2","-0.47","-0.02","2.05",,,,1,3,"Bot",99.23,49.07,,,596142,,,1.065844406000621,-110.89017484472903,-0.33909152608624993,1.4204617098720271,20.8300012089781,-36.23751183433648,"3.42","1.65",337,"102",18,"76.7",2240,"6.7",746217,668964,596142,656555,668930,687401,642715,592885,686217,694192,"53.76",0.434,0.487,"1.25",1,1,1,5,24,1,"Curveball",0,2,0,2,2,0,0,2,"Standard","Standard",35,"0.047","0.414",,
